22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,122,147,7,109,76,50,45,100,12,58,2,38,114,165,126,163,27,19,101,80,149,16,160,39,98,142,104,131,23,55,140,59
