22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,42,122,45,95,107,152,158,102,108,81,85,43,66,75,87,59,76,157,40,35,50,142,126,30,82,93,118,48,9,60,10,53,12,128,51,121,99,143,29,61,57,58,32,155,67,68,88,84,80,78,133,31,72,135
