22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,97,161,123,31,135,38,6,153,148,157,117,102,48,103,133,45,63,134,53,141,88,101,156,2,20,40,98,67,77,35,110,15,14,99,23,8,59,131,61,33,27,71,119,80,145,107,94,34,58,41,32,29,68
